"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.675884375E0,1.505804211E-3,-2.447223473E-1,5.904576107E-1,6.391646773E-1
2.685902375E0,8.660172231E-2,-1.689956421E-1,6.097774690E-1,6.386610581E-1
2.695921375E0,1.222551198E-1,-8.623999894E-2,6.122913332E-1,6.303049488E-1
2.705939375E0,7.626092143E-2,-4.492942035E-2,6.448847365E-1,6.509306448E-1
2.715958375E0,-1.188746251E-2,-3.385128558E-2,7.095008549E-1,7.104074073E-1
2.725976375E0,-6.453944676E-2,-9.317888975E-2,7.616091943E-1,7.699975393E-1
2.735994375E0,-5.153070755E-2,-1.873535603E-1,8.617679054E-1,8.834029053E-1
2.746013375E0,-1.025890332E-1,-2.984132355E-1,8.760245866E-1,9.311251501E-1
2.756031375E0,-1.093965809E-1,-4.102137530E-1,8.725538255E-1,9.703572092E-1
2.766049625E0,-3.959588259E-2,-4.305825287E-1,8.841748743E-1,9.842430372E-1
2.776067625E0,4.815664485E-2,-4.232776022E-1,8.990321376E-1,9.948576659E-1
2.786086625E0,7.397531793E-2,-4.327284569E-1,9.064248455E-1,1.007140638E0
2.796104625E0,6.415835448E-2,-4.461302751E-1,8.537181167E-1,9.653927385E-1
2.806123625E0,8.098474078E-2,-4.645566058E-1,8.398969799E-1,9.632228741E-1
2.816141625E0,8.373614810E-2,-4.938113952E-1,8.284714475E-1,9.681045273E-1
2.826159625E0,-1.618801653E-2,-4.941680753E-1,8.165975797E-1,9.546181151E-1
2.836178625E0,-2.720877551E-2,-5.445295590E-1,8.700621808E-1,1.026772105E0
2.846196625E0,-2.247187302E-2,-5.548159808E-1,9.856171954E-1,1.131267879E0
2.856215625E0,-1.880822696E-2,-5.689808607E-1,1.046687928E0,1.191490070E0
2.866233625E0,1.834534675E-2,-5.759039640E-1,1.120062225E0,1.259579817E0
2.876252625E0,2.280048653E-2,-5.374678767E-1,1.235482754E0,1.347519653E0
2.886270625E0,4.775165208E-2,-5.136410576E-1,1.293936199E0,1.392974603E0
2.896289625E0,8.786530562E-2,-5.350962460E-1,1.458710151E0,1.556240216E0
2.906307625E0,1.481933684E-1,-5.789971411E-1,1.433400478E0,1.553008659E0
2.916325625E0,7.339571267E-3,-7.664541972E-1,1.258110893E0,1.473210415E0
2.926344625E0,-2.411439975E-1,-8.270863152E-1,1.625834684E0,1.839989299E0
2.936362625E0,-6.278181028E-2,-7.838631123E-1,1.762585856E0,1.930049697E0
2.946381625E0,-4.347474273E-2,-9.581539929E-1,1.348701221E0,1.654975562E0
2.956399625E0,3.048866149E-2,-1.059663411E0,1.673342142E0,1.980881124E0
2.966418625E0,1.755153606E-1,-9.483821261E-1,1.969446312E0,2.192932529E0
2.976436625E0,2.179602259E-1,-8.699575156E-1,2.021940275E0,2.211916639E0
2.986455625E0,1.691831550E-1,-8.315073949E-1,1.905546770E0,2.085937674E0
2.996473625E0,1.495842017E-1,-8.512323922E-1,1.718514222E0,1.923606807E0
